"","Cell","Batch","Patient","Channel","Group","ExpLibSize"
"Cell1019","Cell1019","Batch8","Patient109","Channel8","Flu",62572.6951392241
"Cell1020","Cell1020","Batch8","Patient99","Channel8","Healthy",96987.1328761253
"Cell1021","Cell1021","Batch8","Patient99","Channel8","Severe_COVID",66271.2332057744
"Cell1022","Cell1022","Batch8","Patient109","Channel8","HcwMild_COVID",33003.1740552179
"Cell1023","Cell1023","Batch8","Patient110","Channel8","Flu",39264.0949327135
"Cell1024","Cell1024","Batch8","Patient111","Channel8","HospMild_COVID",43500.4942628125
"Cell1025","Cell1025","Batch8","Patient105","Channel8","HospMild_COVID",48598.1350337641
"Cell1026","Cell1026","Batch8","Patient108","Channel8","Severe_COVID",105552.354738311
"Cell1027","Cell1027","Batch8","Patient110","Channel8","HcwMild_COVID",107105.186669952
"Cell1028","Cell1028","Batch8","Patient112","Channel8","HospMild_COVID",78439.2104414792
"Cell1029","Cell1029","Batch8","Patient107","Channel8","Flu",116845.436120979
"Cell1030","Cell1030","Batch8","Patient107","Channel8","HcwMild_COVID",76838.2442313992
"Cell1031","Cell1031","Batch8","Patient105","Channel8","Severe_COVID",64538.5541840557
"Cell1032","Cell1032","Batch8","Patient108","Channel8","HcwMild_COVID",84828.4437640747
"Cell1033","Cell1033","Batch8","Patient105","Channel8","HospMild_COVID",49038.1580490063
"Cell1034","Cell1034","Batch8","Patient104","Channel8","Severe_COVID",137121.370131854
"Cell1035","Cell1035","Batch8","Patient102","Channel8","Healthy",48366.5783459407
"Cell1036","Cell1036","Batch8","Patient101","Channel8","HcwMild_COVID",30399.6540290946
"Cell1037","Cell1037","Batch8","Patient107","Channel8","HospMild_COVID",80380.8897147729
"Cell1038","Cell1038","Batch8","Patient101","Channel8","Healthy",138177.316201244
"Cell1039","Cell1039","Batch8","Patient100","Channel8","HospMild_COVID",40838.7479421743
"Cell1040","Cell1040","Batch8","Patient101","Channel8","Severe_COVID",41959.2252345143
"Cell1041","Cell1041","Batch8","Patient112","Channel8","Healthy",74652.6423965189
"Cell1042","Cell1042","Batch8","Patient99","Channel8","Flu",57118.7498338526
"Cell1043","Cell1043","Batch8","Patient112","Channel8","Severe_COVID",71480.6826770536
"Cell1044","Cell1044","Batch8","Patient104","Channel8","HospMild_COVID",65772.0521818441
"Cell1045","Cell1045","Batch8","Patient110","Channel8","Severe_COVID",59901.982455705
"Cell1046","Cell1046","Batch8","Patient104","Channel8","HospMild_COVID",67433.2744185814
"Cell1047","Cell1047","Batch8","Patient106","Channel8","HospMild_COVID",37421.5587825323
"Cell1048","Cell1048","Batch8","Patient104","Channel8","Flu",43783.0323183025
"Cell1049","Cell1049","Batch8","Patient104","Channel8","Healthy",65486.0975337485
"Cell1050","Cell1050","Batch8","Patient99","Channel8","Severe_COVID",50162.3502031524
"Cell1051","Cell1051","Batch8","Patient112","Channel8","Flu",64667.4422424719
"Cell1052","Cell1052","Batch8","Patient106","Channel8","HospMild_COVID",46469.1933187632
"Cell1053","Cell1053","Batch8","Patient109","Channel8","Flu",46388.2058137934
"Cell1054","Cell1054","Batch8","Patient102","Channel8","Healthy",82229.4131732532
"Cell1055","Cell1055","Batch8","Patient107","Channel8","Flu",57315.6088335481
"Cell1056","Cell1056","Batch8","Patient112","Channel8","Flu",52260.2351367786
"Cell1057","Cell1057","Batch8","Patient99","Channel8","HospMild_COVID",97229.7339741052
"Cell1058","Cell1058","Batch8","Patient101","Channel8","Flu",66971.5043760969
"Cell1059","Cell1059","Batch8","Patient112","Channel8","HcwMild_COVID",48046.7415924731
"Cell1060","Cell1060","Batch8","Patient106","Channel8","HcwMild_COVID",80020.4674153796
"Cell1061","Cell1061","Batch8","Patient112","Channel8","HcwMild_COVID",83524.4492143291
"Cell1062","Cell1062","Batch8","Patient101","Channel8","HcwMild_COVID",98629.9549204976
"Cell1063","Cell1063","Batch8","Patient105","Channel8","Healthy",42863.5825526396
"Cell1064","Cell1064","Batch8","Patient99","Channel8","Severe_COVID",48225.8657529077
"Cell1065","Cell1065","Batch8","Patient104","Channel8","Severe_COVID",87097.2263162146
"Cell1066","Cell1066","Batch8","Patient106","Channel8","HcwMild_COVID",76414.7985465319
"Cell1067","Cell1067","Batch8","Patient110","Channel8","Healthy",79574.470331774
"Cell1068","Cell1068","Batch8","Patient107","Channel8","Flu",42737.2376193609
"Cell1069","Cell1069","Batch8","Patient102","Channel8","Severe_COVID",61838.9721407615
"Cell1070","Cell1070","Batch8","Patient101","Channel8","Healthy",53840.8342379708
"Cell1071","Cell1071","Batch8","Patient111","Channel8","Flu",35203.2509384996
"Cell1072","Cell1072","Batch8","Patient107","Channel8","HcwMild_COVID",66518.6189847155
"Cell1073","Cell1073","Batch8","Patient109","Channel8","Severe_COVID",48776.5720536026
"Cell1074","Cell1074","Batch8","Patient110","Channel8","Severe_COVID",54678.2882874483
"Cell1075","Cell1075","Batch8","Patient99","Channel8","Severe_COVID",117688.816697853
"Cell1076","Cell1076","Batch8","Patient102","Channel8","Healthy",47062.6872071251
"Cell1077","Cell1077","Batch8","Patient104","Channel8","Healthy",74321.5016620399
"Cell1078","Cell1078","Batch8","Patient107","Channel8","HospMild_COVID",99728.5168335502
"Cell1079","Cell1079","Batch8","Patient105","Channel8","Flu",42936.9952814823
"Cell1080","Cell1080","Batch8","Patient108","Channel8","Healthy",115676.244025707
"Cell1081","Cell1081","Batch8","Patient100","Channel8","HcwMild_COVID",51133.7521756984
"Cell1082","Cell1082","Batch8","Patient111","Channel8","HcwMild_COVID",74959.2926851719
"Cell1083","Cell1083","Batch8","Patient102","Channel8","HospMild_COVID",72917.4774929921
"Cell1084","Cell1084","Batch8","Patient99","Channel8","Healthy",70928.7977215116
"Cell1085","Cell1085","Batch8","Patient101","Channel8","HcwMild_COVID",78451.8854332994
"Cell1086","Cell1086","Batch8","Patient108","Channel8","Severe_COVID",97016.1760795408
"Cell1087","Cell1087","Batch8","Patient103","Channel8","HospMild_COVID",46660.3481000579
"Cell1088","Cell1088","Batch8","Patient111","Channel8","HospMild_COVID",77043.8680251697
"Cell1089","Cell1089","Batch8","Patient106","Channel8","Healthy",68967.5944191934
"Cell1090","Cell1090","Batch8","Patient107","Channel8","HospMild_COVID",43725.2276920134
"Cell1091","Cell1091","Batch8","Patient104","Channel8","Healthy",71264.8832707616
"Cell1092","Cell1092","Batch8","Patient111","Channel8","Healthy",77515.1961821128
"Cell1093","Cell1093","Batch8","Patient100","Channel8","HospMild_COVID",91912.129097451
"Cell1094","Cell1094","Batch8","Patient109","Channel8","HcwMild_COVID",47206.1936547252
"Cell1095","Cell1095","Batch8","Patient110","Channel8","Severe_COVID",81616.223140153
"Cell1096","Cell1096","Batch8","Patient104","Channel8","Flu",69564.1558087653
"Cell1097","Cell1097","Batch8","Patient103","Channel8","Severe_COVID",45662.5107707053
"Cell1098","Cell1098","Batch8","Patient101","Channel8","Healthy",47781.6627652597
"Cell1099","Cell1099","Batch8","Patient105","Channel8","Flu",52835.6885361975
"Cell1100","Cell1100","Batch8","Patient102","Channel8","Flu",98490.4765178365
"Cell1101","Cell1101","Batch8","Patient108","Channel8","HcwMild_COVID",49588.0024469178
"Cell1102","Cell1102","Batch8","Patient104","Channel8","Healthy",41288.3526403877
"Cell1103","Cell1103","Batch8","Patient109","Channel8","Flu",46059.3884886027
"Cell1104","Cell1104","Batch8","Patient103","Channel8","HcwMild_COVID",54685.3176702982
"Cell1105","Cell1105","Batch8","Patient101","Channel8","Healthy",66355.9358632608
"Cell1106","Cell1106","Batch8","Patient99","Channel8","Healthy",57900.8203197515
"Cell1107","Cell1107","Batch8","Patient107","Channel8","HospMild_COVID",53813.9086198664
"Cell1108","Cell1108","Batch8","Patient110","Channel8","HcwMild_COVID",38565.3735957573
"Cell1109","Cell1109","Batch8","Patient109","Channel8","Healthy",71683.3945365218
"Cell1110","Cell1110","Batch8","Patient109","Channel8","Severe_COVID",87019.3257889667
"Cell1111","Cell1111","Batch8","Patient99","Channel8","HcwMild_COVID",55120.8346828422
"Cell1112","Cell1112","Batch8","Patient107","Channel8","Healthy",38219.389708044
"Cell1113","Cell1113","Batch8","Patient102","Channel8","Severe_COVID",46468.7814515351
"Cell1114","Cell1114","Batch8","Patient111","Channel8","Flu",68905.2795485929
"Cell1115","Cell1115","Batch8","Patient110","Channel8","HospMild_COVID",57143.746780437
"Cell1116","Cell1116","Batch8","Patient108","Channel8","Severe_COVID",46661.2874928306
"Cell1117","Cell1117","Batch8","Patient107","Channel8","Severe_COVID",52838.29503503
"Cell1118","Cell1118","Batch8","Patient102","Channel8","Healthy",51809.1134466024
"Cell1119","Cell1119","Batch8","Patient110","Channel8","Severe_COVID",58089.0787738478
"Cell1120","Cell1120","Batch8","Patient101","Channel8","Flu",64568.0094264944
"Cell1121","Cell1121","Batch9","Patient113","Channel9","HcwMild_COVID",49806.9158053803
"Cell1122","Cell1122","Batch9","Patient124","Channel9","HcwMild_COVID",91568.8660095406
"Cell1123","Cell1123","Batch9","Patient118","Channel9","HcwMild_COVID",72598.3806887466
"Cell1124","Cell1124","Batch9","Patient122","Channel9","Healthy",95277.8127650186
"Cell1125","Cell1125","Batch9","Patient122","Channel9","HospMild_COVID",53761.8554134761
"Cell1126","Cell1126","Batch9","Patient122","Channel9","Severe_COVID",71360.7725299259
"Cell1127","Cell1127","Batch9","Patient116","Channel9","Flu",79936.7671207951
"Cell1128","Cell1128","Batch9","Patient116","Channel9","HospMild_COVID",89972.5471420895
"Cell1129","Cell1129","Batch9","Patient115","Channel9","HospMild_COVID",43424.8765371433
"Cell1130","Cell1130","Batch9","Patient118","Channel9","HcwMild_COVID",81051.9626306028
"Cell1131","Cell1131","Batch9","Patient118","Channel9","Severe_COVID",52032.2652685351
"Cell1132","Cell1132","Batch9","Patient114","Channel9","Flu",41050.413716269
"Cell1133","Cell1133","Batch9","Patient118","Channel9","HospMild_COVID",96594.6848079863
"Cell1134","Cell1134","Batch9","Patient117","Channel9","HcwMild_COVID",52564.5688899862
"Cell1135","Cell1135","Batch9","Patient126","Channel9","HcwMild_COVID",67734.5334607368
"Cell1136","Cell1136","Batch9","Patient119","Channel9","HcwMild_COVID",63892.5074861969
"Cell1137","Cell1137","Batch9","Patient115","Channel9","HcwMild_COVID",46655.5301978363
"Cell1138","Cell1138","Batch9","Patient114","Channel9","Flu",77082.3489333415
"Cell1139","Cell1139","Batch9","Patient123","Channel9","Healthy",45978.9331245348
"Cell1140","Cell1140","Batch9","Patient123","Channel9","Flu",78489.3267801902
"Cell1141","Cell1141","Batch9","Patient115","Channel9","HospMild_COVID",55081.3705922032
"Cell1142","Cell1142","Batch9","Patient115","Channel9","HospMild_COVID",64131.840141069
"Cell1143","Cell1143","Batch9","Patient113","Channel9","HospMild_COVID",49147.5631145897
"Cell1144","Cell1144","Batch9","Patient115","Channel9","HospMild_COVID",49126.6578672132
"Cell1145","Cell1145","Batch9","Patient125","Channel9","Flu",50989.1234545581
"Cell1146","Cell1146","Batch9","Patient115","Channel9","HospMild_COVID",61977.7986216867
"Cell1147","Cell1147","Batch9","Patient126","Channel9","Healthy",56371.3918625502
"Cell1148","Cell1148","Batch9","Patient117","Channel9","HospMild_COVID",46571.0042164568
"Cell1149","Cell1149","Batch9","Patient118","Channel9","HcwMild_COVID",42575.7894761198
"Cell1150","Cell1150","Batch9","Patient115","Channel9","HcwMild_COVID",83092.9254304359
"Cell1151","Cell1151","Batch9","Patient124","Channel9","Severe_COVID",65234.9422242837
"Cell1152","Cell1152","Batch9","Patient120","Channel9","HcwMild_COVID",67851.6268897196
"Cell1153","Cell1153","Batch9","Patient121","Channel9","HcwMild_COVID",60914.4849181017
"Cell1154","Cell1154","Batch9","Patient119","Channel9","Severe_COVID",141706.236402201
"Cell1155","Cell1155","Batch9","Patient125","Channel9","HospMild_COVID",48224.8151245745
"Cell1156","Cell1156","Batch9","Patient117","Channel9","Healthy",49136.7925837415
"Cell1157","Cell1157","Batch9","Patient118","Channel9","Flu",70550.9035386466
"Cell1158","Cell1158","Batch9","Patient119","Channel9","HcwMild_COVID",36012.0025602524
"Cell1159","Cell1159","Batch9","Patient123","Channel9","HospMild_COVID",73374.8627400792
"Cell1160","Cell1160","Batch9","Patient113","Channel9","Healthy",94390.9723520065
"Cell1161","Cell1161","Batch9","Patient118","Channel9","HcwMild_COVID",37219.3933339905
"Cell1162","Cell1162","Batch9","Patient122","Channel9","HcwMild_COVID",68970.7573383039
"Cell1163","Cell1163","Batch9","Patient125","Channel9","Flu",43874.392779889
"Cell1164","Cell1164","Batch9","Patient114","Channel9","Healthy",78302.7469995258
"Cell1165","Cell1165","Batch9","Patient123","Channel9","Flu",117245.554943818
"Cell1166","Cell1166","Batch9","Patient116","Channel9","Severe_COVID",67934.6473889361
"Cell1167","Cell1167","Batch9","Patient114","Channel9","Flu",68960.9862041493
"Cell1168","Cell1168","Batch9","Patient126","Channel9","Severe_COVID",65558.4573279106
"Cell1169","Cell1169","Batch9","Patient113","Channel9","HcwMild_COVID",50850.5915630908
"Cell1170","Cell1170","Batch9","Patient120","Channel9","Flu",51089.2975492879
"Cell1171","Cell1171","Batch9","Patient115","Channel9","HospMild_COVID",45311.1292767867
"Cell1172","Cell1172","Batch9","Patient118","Channel9","Flu",50386.8940291757
"Cell1173","Cell1173","Batch9","Patient123","Channel9","HospMild_COVID",42934.3008903124
"Cell1174","Cell1174","Batch9","Patient124","Channel9","HospMild_COVID",48866.9476398839
"Cell1175","Cell1175","Batch9","Patient115","Channel9","HospMild_COVID",47230.533428013
"Cell1176","Cell1176","Batch9","Patient125","Channel9","HcwMild_COVID",48566.098048437
"Cell1177","Cell1177","Batch9","Patient115","Channel9","Healthy",61022.956667769
"Cell1178","Cell1178","Batch9","Patient114","Channel9","Severe_COVID",57287.9992509201
"Cell1179","Cell1179","Batch9","Patient113","Channel9","HcwMild_COVID",41521.9304875944
"Cell1180","Cell1180","Batch9","Patient116","Channel9","HcwMild_COVID",87107.7167126103
"Cell1181","Cell1181","Batch9","Patient123","Channel9","Severe_COVID",40916.2723599448
"Cell1182","Cell1182","Batch9","Patient114","Channel9","HcwMild_COVID",58617.6932687646
"Cell1183","Cell1183","Batch9","Patient120","Channel9","HcwMild_COVID",104563.338864469
"Cell1184","Cell1184","Batch9","Patient114","Channel9","Flu",40665.4877637878
"Cell1185","Cell1185","Batch9","Patient123","Channel9","HospMild_COVID",57014.0353873827
"Cell1186","Cell1186","Batch9","Patient115","Channel9","HcwMild_COVID",58616.163490614
"Cell1187","Cell1187","Batch9","Patient123","Channel9","Flu",75204.1168444425
"Cell1188","Cell1188","Batch9","Patient126","Channel9","HcwMild_COVID",67947.2445808776
"Cell1189","Cell1189","Batch9","Patient121","Channel9","Severe_COVID",62357.1843502432
"Cell1190","Cell1190","Batch9","Patient124","Channel9","Flu",38609.575402746
"Cell1191","Cell1191","Batch9","Patient126","Channel9","Healthy",83024.6906666825
"Cell1192","Cell1192","Batch9","Patient121","Channel9","Healthy",26503.8536629988
"Cell1193","Cell1193","Batch9","Patient114","Channel9","HcwMild_COVID",50839.4700419013
"Cell1194","Cell1194","Batch9","Patient122","Channel9","Healthy",90097.3349187234
"Cell1195","Cell1195","Batch9","Patient121","Channel9","HospMild_COVID",56698.4274318726
"Cell1196","Cell1196","Batch9","Patient114","Channel9","HospMild_COVID",54565.3065196967
"Cell1197","Cell1197","Batch9","Patient124","Channel9","Flu",45333.8243644067
"Cell1198","Cell1198","Batch9","Patient122","Channel9","HospMild_COVID",68099.3374072904
"Cell1199","Cell1199","Batch9","Patient124","Channel9","Severe_COVID",61879.649674459
"Cell1200","Cell1200","Batch9","Patient118","Channel9","HospMild_COVID",36546.7674426896
"Cell1201","Cell1201","Batch9","Patient116","Channel9","Severe_COVID",37265.4906745037
"Cell1202","Cell1202","Batch9","Patient123","Channel9","Flu",56642.8307751497
"Cell1203","Cell1203","Batch9","Patient116","Channel9","HcwMild_COVID",63657.4844018099
"Cell1204","Cell1204","Batch9","Patient119","Channel9","Healthy",98266.4412098817
"Cell1205","Cell1205","Batch9","Patient122","Channel9","Severe_COVID",143300.616492516
"Cell1206","Cell1206","Batch9","Patient119","Channel9","Flu",75140.5581282874
"Cell1207","Cell1207","Batch9","Patient117","Channel9","Flu",34149.3463238727
"Cell1208","Cell1208","Batch9","Patient119","Channel9","Healthy",57695.8889122292
"Cell1209","Cell1209","Batch9","Patient120","Channel9","HcwMild_COVID",32235.7138580474
"Cell1210","Cell1210","Batch9","Patient124","Channel9","Healthy",51922.173821328
"Cell1211","Cell1211","Batch9","Patient115","Channel9","Healthy",52714.7782436917
"Cell1212","Cell1212","Batch9","Patient121","Channel9","HcwMild_COVID",61246.0797910092
"Cell1213","Cell1213","Batch9","Patient124","Channel9","Severe_COVID",39989.7600294026
"Cell1214","Cell1214","Batch9","Patient119","Channel9","Healthy",56065.8241463629
"Cell1215","Cell1215","Batch9","Patient116","Channel9","HcwMild_COVID",44562.7131190653
"Cell1216","Cell1216","Batch9","Patient122","Channel9","HcwMild_COVID",35330.0214102876
"Cell1217","Cell1217","Batch9","Patient122","Channel9","HospMild_COVID",89439.029742547
"Cell1218","Cell1218","Batch9","Patient123","Channel9","HcwMild_COVID",101833.72998869
"Cell1219","Cell1219","Batch9","Patient119","Channel9","Healthy",43192.1997616776
"Cell1220","Cell1220","Batch9","Patient124","Channel9","Flu",44138.9528987207
"Cell1221","Cell1221","Batch9","Patient120","Channel9","HospMild_COVID",46182.1904819589
"Cell1222","Cell1222","Batch9","Patient113","Channel9","HospMild_COVID",78349.9515290509
"Cell1223","Cell1223","Batch9","Patient125","Channel9","Healthy",48327.2180888879
"Cell1224","Cell1224","Batch9","Patient121","Channel9","HcwMild_COVID",44234.7919759394
"Cell1225","Cell1225","Batch9","Patient115","Channel9","HcwMild_COVID",85815.1354846233
"Cell1226","Cell1226","Batch9","Patient125","Channel9","HcwMild_COVID",55687.9377953863
"Cell1227","Cell1227","Batch9","Patient118","Channel9","Severe_COVID",49350.3042567064
"Cell1228","Cell1228","Batch9","Patient115","Channel9","Flu",95131.5742479145
"Cell1229","Cell1229","Batch9","Patient125","Channel9","HcwMild_COVID",73741.9954746521
"Cell1230","Cell1230","Batch9","Patient125","Channel9","Healthy",30351.7803626885
"Cell1231","Cell1231","Batch9","Patient124","Channel9","Severe_COVID",57402.1365298171
"Cell1232","Cell1232","Batch9","Patient116","Channel9","HcwMild_COVID",66756.6321702407
"Cell1233","Cell1233","Batch9","Patient119","Channel9","Flu",74396.1818040045
"Cell1234","Cell1234","Batch9","Patient122","Channel9","Flu",57367.2794597744
"Cell1235","Cell1235","Batch9","Patient118","Channel9","Severe_COVID",54296.8642263286
"Cell1236","Cell1236","Batch9","Patient122","Channel9","Flu",57027.4236123852
"Cell1237","Cell1237","Batch9","Patient118","Channel9","HospMild_COVID",46506.8411592187
"Cell1238","Cell1238","Batch9","Patient125","Channel9","Healthy",66198.9415947564
"Cell1239","Cell1239","Batch9","Patient125","Channel9","Healthy",66891.3949588878
"Cell1240","Cell1240","Batch9","Patient124","Channel9","Healthy",72017.4282147732
"Cell1241","Cell1241","Batch9","Patient121","Channel9","Healthy",66664.2412907001
"Cell1242","Cell1242","Batch9","Patient123","Channel9","HcwMild_COVID",72085.149305991
"Cell1243","Cell1243","Batch9","Patient126","Channel9","HcwMild_COVID",54045.1804840882
"Cell1244","Cell1244","Batch9","Patient121","Channel9","Severe_COVID",63126.9076858912
"Cell1245","Cell1245","Batch9","Patient126","Channel9","Severe_COVID",58436.6376842784
"Cell1246","Cell1246","Batch9","Patient120","Channel9","HcwMild_COVID",102044.259661286
"Cell1247","Cell1247","Batch9","Patient117","Channel9","HospMild_COVID",67418.5138127848
"Cell1248","Cell1248","Batch9","Patient120","Channel9","Severe_COVID",60885.5890111249
"Cell1249","Cell1249","Batch9","Patient124","Channel9","Healthy",44591.8024985532
"Cell1250","Cell1250","Batch9","Patient119","Channel9","Healthy",61038.0758550268
"Cell1251","Cell1251","Batch9","Patient125","Channel9","HospMild_COVID",129644.710467726
"Cell1252","Cell1252","Batch9","Patient120","Channel9","Healthy",121246.766299193
"Cell1253","Cell1253","Batch9","Patient123","Channel9","HcwMild_COVID",46260.5737100651
"Cell1254","Cell1254","Batch9","Patient125","Channel9","HospMild_COVID",49277.549278923
"Cell1255","Cell1255","Batch9","Patient123","Channel9","HospMild_COVID",42012.270787855
"Cell1256","Cell1256","Batch9","Patient115","Channel9","HospMild_COVID",59356.5469015284
"Cell1257","Cell1257","Batch9","Patient120","Channel9","Healthy",42446.4912386857
"Cell1258","Cell1258","Batch9","Patient125","Channel9","Flu",59934.1220605166
"Cell1259","Cell1259","Batch9","Patient118","Channel9","Healthy",40555.5885290365
"Cell1260","Cell1260","Batch9","Patient121","Channel9","Flu",111089.559020596
"Cell1261","Cell1261","Batch10","Patient132","Channel10","Flu",68019.361487728
"Cell1262","Cell1262","Batch10","Patient127","Channel10","Severe_COVID",83940.847271294
"Cell1263","Cell1263","Batch10","Patient131","Channel10","Flu",96173.8706448613
"Cell1264","Cell1264","Batch10","Patient127","Channel10","Flu",62347.1628232511
"Cell1265","Cell1265","Batch10","Patient134","Channel10","HospMild_COVID",87949.0505691684
"Cell1266","Cell1266","Batch10","Patient133","Channel10","Healthy",53707.7221845064
"Cell1267","Cell1267","Batch10","Patient137","Channel10","HospMild_COVID",58868.8947135326
"Cell1268","Cell1268","Batch10","Patient130","Channel10","Flu",62489.2812322942
"Cell1269","Cell1269","Batch10","Patient128","Channel10","Flu",77801.1624704866
"Cell1270","Cell1270","Batch10","Patient131","Channel10","Severe_COVID",67620.0628523194
"Cell1271","Cell1271","Batch10","Patient129","Channel10","Healthy",61611.0950204111
"Cell1272","Cell1272","Batch10","Patient139","Channel10","Healthy",59001.2186661611
"Cell1273","Cell1273","Batch10","Patient133","Channel10","HospMild_COVID",30584.8603264081
"Cell1274","Cell1274","Batch10","Patient135","Channel10","HcwMild_COVID",77279.6795001911
"Cell1275","Cell1275","Batch10","Patient135","Channel10","Severe_COVID",55248.2558101798
"Cell1276","Cell1276","Batch10","Patient133","Channel10","HospMild_COVID",31636.5756499806
"Cell1277","Cell1277","Batch10","Patient129","Channel10","Healthy",52260.3409965719
"Cell1278","Cell1278","Batch10","Patient130","Channel10","HospMild_COVID",67233.2238871569
"Cell1279","Cell1279","Batch10","Patient131","Channel10","HcwMild_COVID",99055.1551502964
"Cell1280","Cell1280","Batch10","Patient135","Channel10","Severe_COVID",67825.6343064383
"Cell1281","Cell1281","Batch10","Patient137","Channel10","HospMild_COVID",43455.6338665079
"Cell1282","Cell1282","Batch10","Patient137","Channel10","HcwMild_COVID",81790.9819601718
"Cell1283","Cell1283","Batch10","Patient140","Channel10","Severe_COVID",46456.4490817766
"Cell1284","Cell1284","Batch10","Patient130","Channel10","HcwMild_COVID",53805.849834016
"Cell1285","Cell1285","Batch10","Patient138","Channel10","Flu",77065.1473847382
"Cell1286","Cell1286","Batch10","Patient140","Channel10","Severe_COVID",48288.6647489148
"Cell1287","Cell1287","Batch10","Patient131","Channel10","Healthy",65509.878503639
"Cell1288","Cell1288","Batch10","Patient135","Channel10","Severe_COVID",56726.3842163223
"Cell1289","Cell1289","Batch10","Patient135","Channel10","Severe_COVID",57021.0907861764
"Cell1290","Cell1290","Batch10","Patient131","Channel10","Healthy",117192.522759419
"Cell1291","Cell1291","Batch10","Patient140","Channel10","Severe_COVID",65397.9548050626
"Cell1292","Cell1292","Batch10","Patient132","Channel10","Severe_COVID",32317.4719225594
"Cell1293","Cell1293","Batch10","Patient131","Channel10","Flu",85814.652214745
"Cell1294","Cell1294","Batch10","Patient139","Channel10","Severe_COVID",53929.1507819273
"Cell1295","Cell1295","Batch10","Patient140","Channel10","HospMild_COVID",62653.2442408735
"Cell1296","Cell1296","Batch10","Patient136","Channel10","Severe_COVID",97971.645259113
"Cell1297","Cell1297","Batch10","Patient133","Channel10","Healthy",44172.6394148219
"Cell1298","Cell1298","Batch10","Patient129","Channel10","HospMild_COVID",68860.3082683155
"Cell1299","Cell1299","Batch10","Patient134","Channel10","Severe_COVID",102461.854718543
"Cell1300","Cell1300","Batch10","Patient140","Channel10","Severe_COVID",58899.8743572389
"Cell1301","Cell1301","Batch10","Patient130","Channel10","Healthy",36727.0489189983
"Cell1302","Cell1302","Batch10","Patient137","Channel10","HcwMild_COVID",58519.6053571791
"Cell1303","Cell1303","Batch10","Patient137","Channel10","Severe_COVID",81002.1231782847
"Cell1304","Cell1304","Batch10","Patient131","Channel10","HospMild_COVID",44853.6966989383
"Cell1305","Cell1305","Batch10","Patient131","Channel10","HospMild_COVID",88272.471455835
"Cell1306","Cell1306","Batch10","Patient131","Channel10","Severe_COVID",89940.5754543942
"Cell1307","Cell1307","Batch10","Patient139","Channel10","Flu",58713.7947010514
"Cell1308","Cell1308","Batch10","Patient129","Channel10","HospMild_COVID",44091.7281327902
"Cell1309","Cell1309","Batch10","Patient137","Channel10","Healthy",93199.7785262311
"Cell1310","Cell1310","Batch10","Patient133","Channel10","Severe_COVID",62318.1570927088
"Cell1311","Cell1311","Batch10","Patient132","Channel10","HcwMild_COVID",89924.2733091463
"Cell1312","Cell1312","Batch10","Patient140","Channel10","HospMild_COVID",43187.8096947384
"Cell1313","Cell1313","Batch10","Patient137","Channel10","HospMild_COVID",54820.4412141836
"Cell1314","Cell1314","Batch10","Patient135","Channel10","HospMild_COVID",71821.5894033459
"Cell1315","Cell1315","Batch10","Patient128","Channel10","Healthy",122033.613845608
"Cell1316","Cell1316","Batch10","Patient135","Channel10","HcwMild_COVID",57991.5817199883
"Cell1317","Cell1317","Batch10","Patient140","Channel10","HcwMild_COVID",109949.198684413
"Cell1318","Cell1318","Batch10","Patient134","Channel10","HospMild_COVID",66879.6783583337
"Cell1319","Cell1319","Batch10","Patient128","Channel10","Severe_COVID",53513.8656165683
"Cell1320","Cell1320","Batch10","Patient135","Channel10","HospMild_COVID",34652.4139482501
"Cell1321","Cell1321","Batch10","Patient131","Channel10","HospMild_COVID",55343.8817461949
"Cell1322","Cell1322","Batch10","Patient130","Channel10","HcwMild_COVID",47058.823345329
"Cell1323","Cell1323","Batch10","Patient139","Channel10","HospMild_COVID",64026.7926323825
"Cell1324","Cell1324","Batch10","Patient138","Channel10","HospMild_COVID",83369.6181644826
"Cell1325","Cell1325","Batch10","Patient128","Channel10","Flu",71864.7569861669
"Cell1326","Cell1326","Batch10","Patient128","Channel10","HospMild_COVID",66094.9663701944
"Cell1327","Cell1327","Batch10","Patient130","Channel10","HospMild_COVID",72359.9499336698
"Cell1328","Cell1328","Batch10","Patient133","Channel10","HcwMild_COVID",83143.0147174645
"Cell1329","Cell1329","Batch10","Patient140","Channel10","HospMild_COVID",104339.79409495
"Cell1330","Cell1330","Batch10","Patient136","Channel10","Healthy",49418.2875105745
"Cell1331","Cell1331","Batch10","Patient130","Channel10","HospMild_COVID",103068.511896713
"Cell1332","Cell1332","Batch10","Patient139","Channel10","Severe_COVID",45647.0423824159
"Cell1333","Cell1333","Batch10","Patient138","Channel10","HospMild_COVID",93698.9373361365
"Cell1334","Cell1334","Batch10","Patient139","Channel10","Healthy",61605.833199532
"Cell1335","Cell1335","Batch10","Patient140","Channel10","HcwMild_COVID",57624.9865061333
"Cell1336","Cell1336","Batch10","Patient135","Channel10","HospMild_COVID",51612.843257757
"Cell1337","Cell1337","Batch10","Patient129","Channel10","Healthy",43409.7436064628
"Cell1338","Cell1338","Batch10","Patient136","Channel10","Severe_COVID",47968.0249698153
"Cell1339","Cell1339","Batch10","Patient129","Channel10","Flu",67424.6639991129
"Cell1340","Cell1340","Batch10","Patient135","Channel10","HospMild_COVID",46261.6916406156
"Cell1341","Cell1341","Batch10","Patient131","Channel10","Flu",42944.0116302223
