"","Cell","Batch","Patient","Channel","Group","ExpLibSize"
"Cell1100","Cell1100","Batch8","Patient102","Channel8","Group3",98490.4765178365
"Cell1101","Cell1101","Batch8","Patient108","Channel8","Group5",49588.0024469178
"Cell1102","Cell1102","Batch8","Patient104","Channel8","Group4",41288.3526403877
"Cell1103","Cell1103","Batch8","Patient109","Channel8","Group3",46059.3884886027
"Cell1104","Cell1104","Batch8","Patient103","Channel8","Group5",54685.3176702982
"Cell1105","Cell1105","Batch8","Patient101","Channel8","Group4",66355.9358632608
"Cell1106","Cell1106","Batch8","Patient99","Channel8","Group4",57900.8203197515
"Cell1107","Cell1107","Batch8","Patient107","Channel8","Group2",53813.9086198664
"Cell1108","Cell1108","Batch8","Patient110","Channel8","Group5",38565.3735957573
"Cell1109","Cell1109","Batch8","Patient109","Channel8","Group4",71683.3945365218
"Cell1110","Cell1110","Batch8","Patient109","Channel8","Group1",87019.3257889667
"Cell1111","Cell1111","Batch8","Patient99","Channel8","Group5",55120.8346828422
"Cell1112","Cell1112","Batch8","Patient107","Channel8","Group4",38219.389708044
"Cell1113","Cell1113","Batch8","Patient102","Channel8","Group1",46468.7814515351
"Cell1114","Cell1114","Batch8","Patient111","Channel8","Group3",68905.2795485929
"Cell1115","Cell1115","Batch8","Patient110","Channel8","Group2",57143.746780437
"Cell1116","Cell1116","Batch8","Patient108","Channel8","Group1",46661.2874928306
"Cell1117","Cell1117","Batch8","Patient107","Channel8","Group1",52838.29503503
"Cell1118","Cell1118","Batch8","Patient102","Channel8","Group4",51809.1134466024
"Cell1119","Cell1119","Batch8","Patient110","Channel8","Group1",58089.0787738478
"Cell1120","Cell1120","Batch8","Patient101","Channel8","Group3",64568.0094264944
"Cell1121","Cell1121","Batch9","Patient113","Channel9","Group5",49806.9158053803
"Cell1122","Cell1122","Batch9","Patient124","Channel9","Group5",91568.8660095406
"Cell1123","Cell1123","Batch9","Patient118","Channel9","Group5",72598.3806887466
"Cell1124","Cell1124","Batch9","Patient122","Channel9","Group4",95277.8127650186
"Cell1125","Cell1125","Batch9","Patient122","Channel9","Group2",53761.8554134761
"Cell1126","Cell1126","Batch9","Patient122","Channel9","Group1",71360.7725299259
"Cell1127","Cell1127","Batch9","Patient116","Channel9","Group3",79936.7671207951
"Cell1128","Cell1128","Batch9","Patient116","Channel9","Group2",89972.5471420895
"Cell1129","Cell1129","Batch9","Patient115","Channel9","Group2",43424.8765371433
"Cell1130","Cell1130","Batch9","Patient118","Channel9","Group5",81051.9626306028
"Cell1131","Cell1131","Batch9","Patient118","Channel9","Group1",52032.2652685351
"Cell1132","Cell1132","Batch9","Patient114","Channel9","Group3",41050.413716269
"Cell1133","Cell1133","Batch9","Patient118","Channel9","Group2",96594.6848079863
"Cell1134","Cell1134","Batch9","Patient117","Channel9","Group5",52564.5688899862
"Cell1135","Cell1135","Batch9","Patient126","Channel9","Group5",67734.5334607368
"Cell1136","Cell1136","Batch9","Patient119","Channel9","Group5",63892.5074861969
"Cell1137","Cell1137","Batch9","Patient115","Channel9","Group5",46655.5301978363
"Cell1138","Cell1138","Batch9","Patient114","Channel9","Group3",77082.3489333415
"Cell1139","Cell1139","Batch9","Patient123","Channel9","Group4",45978.9331245348
"Cell1140","Cell1140","Batch9","Patient123","Channel9","Group3",78489.3267801902
"Cell1141","Cell1141","Batch9","Patient115","Channel9","Group2",55081.3705922032
"Cell1142","Cell1142","Batch9","Patient115","Channel9","Group2",64131.840141069
"Cell1143","Cell1143","Batch9","Patient113","Channel9","Group2",49147.5631145897
"Cell1144","Cell1144","Batch9","Patient115","Channel9","Group2",49126.6578672132
"Cell1145","Cell1145","Batch9","Patient125","Channel9","Group3",50989.1234545581
"Cell1146","Cell1146","Batch9","Patient115","Channel9","Group2",61977.7986216867
"Cell1147","Cell1147","Batch9","Patient126","Channel9","Group4",56371.3918625502
"Cell1148","Cell1148","Batch9","Patient117","Channel9","Group2",46571.0042164568
"Cell1149","Cell1149","Batch9","Patient118","Channel9","Group5",42575.7894761198
"Cell1150","Cell1150","Batch9","Patient115","Channel9","Group5",83092.9254304359
"Cell1151","Cell1151","Batch9","Patient124","Channel9","Group1",65234.9422242837
"Cell1152","Cell1152","Batch9","Patient120","Channel9","Group5",67851.6268897196
"Cell1153","Cell1153","Batch9","Patient121","Channel9","Group5",60914.4849181017
"Cell1154","Cell1154","Batch9","Patient119","Channel9","Group1",141706.236402201
"Cell1155","Cell1155","Batch9","Patient125","Channel9","Group2",48224.8151245745
"Cell1156","Cell1156","Batch9","Patient117","Channel9","Group4",49136.7925837415
"Cell1157","Cell1157","Batch9","Patient118","Channel9","Group3",70550.9035386466
"Cell1158","Cell1158","Batch9","Patient119","Channel9","Group5",36012.0025602524
"Cell1159","Cell1159","Batch9","Patient123","Channel9","Group2",73374.8627400792
"Cell1160","Cell1160","Batch9","Patient113","Channel9","Group4",94390.9723520065
"Cell1161","Cell1161","Batch9","Patient118","Channel9","Group5",37219.3933339905
"Cell1162","Cell1162","Batch9","Patient122","Channel9","Group5",68970.7573383039
"Cell1163","Cell1163","Batch9","Patient125","Channel9","Group3",43874.392779889
"Cell1164","Cell1164","Batch9","Patient114","Channel9","Group4",78302.7469995258
"Cell1165","Cell1165","Batch9","Patient123","Channel9","Group3",117245.554943818
"Cell1166","Cell1166","Batch9","Patient116","Channel9","Group1",67934.6473889361
"Cell1167","Cell1167","Batch9","Patient114","Channel9","Group3",68960.9862041493
"Cell1168","Cell1168","Batch9","Patient126","Channel9","Group1",65558.4573279106
"Cell1169","Cell1169","Batch9","Patient113","Channel9","Group5",50850.5915630908
"Cell1170","Cell1170","Batch9","Patient120","Channel9","Group3",51089.2975492879
"Cell1171","Cell1171","Batch9","Patient115","Channel9","Group2",45311.1292767867
"Cell1172","Cell1172","Batch9","Patient118","Channel9","Group3",50386.8940291757
"Cell1173","Cell1173","Batch9","Patient123","Channel9","Group2",42934.3008903124
"Cell1174","Cell1174","Batch9","Patient124","Channel9","Group2",48866.9476398839
"Cell1175","Cell1175","Batch9","Patient115","Channel9","Group2",47230.533428013
"Cell1176","Cell1176","Batch9","Patient125","Channel9","Group5",48566.098048437
"Cell1177","Cell1177","Batch9","Patient115","Channel9","Group4",61022.956667769
"Cell1178","Cell1178","Batch9","Patient114","Channel9","Group1",57287.9992509201
"Cell1179","Cell1179","Batch9","Patient113","Channel9","Group5",41521.9304875944
"Cell1180","Cell1180","Batch9","Patient116","Channel9","Group5",87107.7167126103
"Cell1181","Cell1181","Batch9","Patient123","Channel9","Group1",40916.2723599448
"Cell1182","Cell1182","Batch9","Patient114","Channel9","Group5",58617.6932687646
"Cell1183","Cell1183","Batch9","Patient120","Channel9","Group5",104563.338864469
"Cell1184","Cell1184","Batch9","Patient114","Channel9","Group3",40665.4877637878
"Cell1185","Cell1185","Batch9","Patient123","Channel9","Group2",57014.0353873827
"Cell1186","Cell1186","Batch9","Patient115","Channel9","Group5",58616.163490614
"Cell1187","Cell1187","Batch9","Patient123","Channel9","Group3",75204.1168444425
"Cell1188","Cell1188","Batch9","Patient126","Channel9","Group5",67947.2445808776
"Cell1189","Cell1189","Batch9","Patient121","Channel9","Group1",62357.1843502432
"Cell1190","Cell1190","Batch9","Patient124","Channel9","Group3",38609.575402746
"Cell1191","Cell1191","Batch9","Patient126","Channel9","Group4",83024.6906666825
"Cell1192","Cell1192","Batch9","Patient121","Channel9","Group4",26503.8536629988
"Cell1193","Cell1193","Batch9","Patient114","Channel9","Group5",50839.4700419013
"Cell1194","Cell1194","Batch9","Patient122","Channel9","Group4",90097.3349187234
"Cell1195","Cell1195","Batch9","Patient121","Channel9","Group2",56698.4274318726
"Cell1196","Cell1196","Batch9","Patient114","Channel9","Group2",54565.3065196967
"Cell1197","Cell1197","Batch9","Patient124","Channel9","Group3",45333.8243644067
"Cell1198","Cell1198","Batch9","Patient122","Channel9","Group2",68099.3374072904
"Cell1199","Cell1199","Batch9","Patient124","Channel9","Group1",61879.649674459
"Cell1200","Cell1200","Batch9","Patient118","Channel9","Group2",36546.7674426896
"Cell1201","Cell1201","Batch9","Patient116","Channel9","Group1",37265.4906745037
"Cell1202","Cell1202","Batch9","Patient123","Channel9","Group3",56642.8307751497
"Cell1203","Cell1203","Batch9","Patient116","Channel9","Group5",63657.4844018099
"Cell1204","Cell1204","Batch9","Patient119","Channel9","Group4",98266.4412098817
"Cell1205","Cell1205","Batch9","Patient122","Channel9","Group1",143300.616492516
"Cell1206","Cell1206","Batch9","Patient119","Channel9","Group3",75140.5581282874
"Cell1207","Cell1207","Batch9","Patient117","Channel9","Group3",34149.3463238727
"Cell1208","Cell1208","Batch9","Patient119","Channel9","Group4",57695.8889122292
"Cell1209","Cell1209","Batch9","Patient120","Channel9","Group5",32235.7138580474
"Cell1210","Cell1210","Batch9","Patient124","Channel9","Group4",51922.173821328
"Cell1211","Cell1211","Batch9","Patient115","Channel9","Group4",52714.7782436917
"Cell1212","Cell1212","Batch9","Patient121","Channel9","Group5",61246.0797910092
"Cell1213","Cell1213","Batch9","Patient124","Channel9","Group1",39989.7600294026
"Cell1214","Cell1214","Batch9","Patient119","Channel9","Group4",56065.8241463629
"Cell1215","Cell1215","Batch9","Patient116","Channel9","Group5",44562.7131190653
"Cell1216","Cell1216","Batch9","Patient122","Channel9","Group5",35330.0214102876
"Cell1217","Cell1217","Batch9","Patient122","Channel9","Group2",89439.029742547
"Cell1218","Cell1218","Batch9","Patient123","Channel9","Group5",101833.72998869
"Cell1219","Cell1219","Batch9","Patient119","Channel9","Group4",43192.1997616776
"Cell1220","Cell1220","Batch9","Patient124","Channel9","Group3",44138.9528987207
"Cell1221","Cell1221","Batch9","Patient120","Channel9","Group2",46182.1904819589
"Cell1222","Cell1222","Batch9","Patient113","Channel9","Group2",78349.9515290509
"Cell1223","Cell1223","Batch9","Patient125","Channel9","Group4",48327.2180888879
"Cell1224","Cell1224","Batch9","Patient121","Channel9","Group5",44234.7919759394
"Cell1225","Cell1225","Batch9","Patient115","Channel9","Group5",85815.1354846233
"Cell1226","Cell1226","Batch9","Patient125","Channel9","Group5",55687.9377953863
"Cell1227","Cell1227","Batch9","Patient118","Channel9","Group1",49350.3042567064
"Cell1228","Cell1228","Batch9","Patient115","Channel9","Group3",95131.5742479145
"Cell1229","Cell1229","Batch9","Patient125","Channel9","Group5",73741.9954746521
"Cell1230","Cell1230","Batch9","Patient125","Channel9","Group4",30351.7803626885
"Cell1231","Cell1231","Batch9","Patient124","Channel9","Group1",57402.1365298171
"Cell1232","Cell1232","Batch9","Patient116","Channel9","Group5",66756.6321702407
"Cell1233","Cell1233","Batch9","Patient119","Channel9","Group3",74396.1818040045
"Cell1234","Cell1234","Batch9","Patient122","Channel9","Group3",57367.2794597744
"Cell1235","Cell1235","Batch9","Patient118","Channel9","Group1",54296.8642263286
"Cell1236","Cell1236","Batch9","Patient122","Channel9","Group3",57027.4236123852
"Cell1237","Cell1237","Batch9","Patient118","Channel9","Group2",46506.8411592187
"Cell1238","Cell1238","Batch9","Patient125","Channel9","Group4",66198.9415947564
"Cell1239","Cell1239","Batch9","Patient125","Channel9","Group4",66891.3949588878
"Cell1240","Cell1240","Batch9","Patient124","Channel9","Group4",72017.4282147732
"Cell1241","Cell1241","Batch9","Patient121","Channel9","Group4",66664.2412907001
"Cell1242","Cell1242","Batch9","Patient123","Channel9","Group5",72085.149305991
"Cell1243","Cell1243","Batch9","Patient126","Channel9","Group5",54045.1804840882
"Cell1244","Cell1244","Batch9","Patient121","Channel9","Group1",63126.9076858912
"Cell1245","Cell1245","Batch9","Patient126","Channel9","Group1",58436.6376842784
"Cell1246","Cell1246","Batch9","Patient120","Channel9","Group5",102044.259661286
"Cell1247","Cell1247","Batch9","Patient117","Channel9","Group2",67418.5138127848
"Cell1248","Cell1248","Batch9","Patient120","Channel9","Group1",60885.5890111249
"Cell1249","Cell1249","Batch9","Patient124","Channel9","Group4",44591.8024985532
"Cell1250","Cell1250","Batch9","Patient119","Channel9","Group4",61038.0758550268
"Cell1251","Cell1251","Batch9","Patient125","Channel9","Group2",129644.710467726
"Cell1252","Cell1252","Batch9","Patient120","Channel9","Group4",121246.766299193
"Cell1253","Cell1253","Batch9","Patient123","Channel9","Group5",46260.5737100651
"Cell1254","Cell1254","Batch9","Patient125","Channel9","Group2",49277.549278923
"Cell1255","Cell1255","Batch9","Patient123","Channel9","Group2",42012.270787855
"Cell1256","Cell1256","Batch9","Patient115","Channel9","Group2",59356.5469015284
"Cell1257","Cell1257","Batch9","Patient120","Channel9","Group4",42446.4912386857
"Cell1258","Cell1258","Batch9","Patient125","Channel9","Group3",59934.1220605166
"Cell1259","Cell1259","Batch9","Patient118","Channel9","Group4",40555.5885290365
"Cell1260","Cell1260","Batch9","Patient121","Channel9","Group3",111089.559020596
"Cell1261","Cell1261","Batch10","Patient132","Channel10","Group3",68019.361487728
"Cell1262","Cell1262","Batch10","Patient127","Channel10","Group1",83940.847271294
"Cell1263","Cell1263","Batch10","Patient131","Channel10","Group3",96173.8706448613
"Cell1264","Cell1264","Batch10","Patient127","Channel10","Group3",62347.1628232511
"Cell1265","Cell1265","Batch10","Patient134","Channel10","Group2",87949.0505691684
"Cell1266","Cell1266","Batch10","Patient133","Channel10","Group4",53707.7221845064
"Cell1267","Cell1267","Batch10","Patient137","Channel10","Group2",58868.8947135326
"Cell1268","Cell1268","Batch10","Patient130","Channel10","Group3",62489.2812322942
"Cell1269","Cell1269","Batch10","Patient128","Channel10","Group3",77801.1624704866
"Cell1270","Cell1270","Batch10","Patient131","Channel10","Group1",67620.0628523194
"Cell1271","Cell1271","Batch10","Patient129","Channel10","Group4",61611.0950204111
"Cell1272","Cell1272","Batch10","Patient139","Channel10","Group4",59001.2186661611
"Cell1273","Cell1273","Batch10","Patient133","Channel10","Group2",30584.8603264081
"Cell1274","Cell1274","Batch10","Patient135","Channel10","Group5",77279.6795001911
"Cell1275","Cell1275","Batch10","Patient135","Channel10","Group1",55248.2558101798
"Cell1276","Cell1276","Batch10","Patient133","Channel10","Group2",31636.5756499806
"Cell1277","Cell1277","Batch10","Patient129","Channel10","Group4",52260.3409965719
"Cell1278","Cell1278","Batch10","Patient130","Channel10","Group2",67233.2238871569
"Cell1279","Cell1279","Batch10","Patient131","Channel10","Group5",99055.1551502964
"Cell1280","Cell1280","Batch10","Patient135","Channel10","Group1",67825.6343064383
"Cell1281","Cell1281","Batch10","Patient137","Channel10","Group2",43455.6338665079
"Cell1282","Cell1282","Batch10","Patient137","Channel10","Group5",81790.9819601718
"Cell1283","Cell1283","Batch10","Patient140","Channel10","Group1",46456.4490817766
"Cell1284","Cell1284","Batch10","Patient130","Channel10","Group5",53805.849834016
"Cell1285","Cell1285","Batch10","Patient138","Channel10","Group3",77065.1473847382
"Cell1286","Cell1286","Batch10","Patient140","Channel10","Group1",48288.6647489148
"Cell1287","Cell1287","Batch10","Patient131","Channel10","Group4",65509.878503639
"Cell1288","Cell1288","Batch10","Patient135","Channel10","Group1",56726.3842163223
"Cell1289","Cell1289","Batch10","Patient135","Channel10","Group1",57021.0907861764
"Cell1290","Cell1290","Batch10","Patient131","Channel10","Group4",117192.522759419
"Cell1291","Cell1291","Batch10","Patient140","Channel10","Group1",65397.9548050626
"Cell1292","Cell1292","Batch10","Patient132","Channel10","Group1",32317.4719225594
"Cell1293","Cell1293","Batch10","Patient131","Channel10","Group3",85814.652214745
"Cell1294","Cell1294","Batch10","Patient139","Channel10","Group1",53929.1507819273
"Cell1295","Cell1295","Batch10","Patient140","Channel10","Group2",62653.2442408735
"Cell1296","Cell1296","Batch10","Patient136","Channel10","Group1",97971.645259113
"Cell1297","Cell1297","Batch10","Patient133","Channel10","Group4",44172.6394148219
"Cell1298","Cell1298","Batch10","Patient129","Channel10","Group2",68860.3082683155
"Cell1299","Cell1299","Batch10","Patient134","Channel10","Group1",102461.854718543
"Cell1300","Cell1300","Batch10","Patient140","Channel10","Group1",58899.8743572389
"Cell1301","Cell1301","Batch10","Patient130","Channel10","Group4",36727.0489189983
"Cell1302","Cell1302","Batch10","Patient137","Channel10","Group5",58519.6053571791
"Cell1303","Cell1303","Batch10","Patient137","Channel10","Group1",81002.1231782847
"Cell1304","Cell1304","Batch10","Patient131","Channel10","Group2",44853.6966989383
"Cell1305","Cell1305","Batch10","Patient131","Channel10","Group2",88272.471455835
"Cell1306","Cell1306","Batch10","Patient131","Channel10","Group1",89940.5754543942
"Cell1307","Cell1307","Batch10","Patient139","Channel10","Group3",58713.7947010514
"Cell1308","Cell1308","Batch10","Patient129","Channel10","Group2",44091.7281327902
"Cell1309","Cell1309","Batch10","Patient137","Channel10","Group4",93199.7785262311
"Cell1310","Cell1310","Batch10","Patient133","Channel10","Group1",62318.1570927088
"Cell1311","Cell1311","Batch10","Patient132","Channel10","Group5",89924.2733091463
"Cell1312","Cell1312","Batch10","Patient140","Channel10","Group2",43187.8096947384
"Cell1313","Cell1313","Batch10","Patient137","Channel10","Group2",54820.4412141836
"Cell1314","Cell1314","Batch10","Patient135","Channel10","Group2",71821.5894033459
"Cell1315","Cell1315","Batch10","Patient128","Channel10","Group4",122033.613845608
"Cell1316","Cell1316","Batch10","Patient135","Channel10","Group5",57991.5817199883
"Cell1317","Cell1317","Batch10","Patient140","Channel10","Group5",109949.198684413
"Cell1318","Cell1318","Batch10","Patient134","Channel10","Group2",66879.6783583337
"Cell1319","Cell1319","Batch10","Patient128","Channel10","Group1",53513.8656165683
"Cell1320","Cell1320","Batch10","Patient135","Channel10","Group2",34652.4139482501
"Cell1321","Cell1321","Batch10","Patient131","Channel10","Group2",55343.8817461949
"Cell1322","Cell1322","Batch10","Patient130","Channel10","Group5",47058.823345329
"Cell1323","Cell1323","Batch10","Patient139","Channel10","Group2",64026.7926323825
"Cell1324","Cell1324","Batch10","Patient138","Channel10","Group2",83369.6181644826
"Cell1325","Cell1325","Batch10","Patient128","Channel10","Group3",71864.7569861669
"Cell1326","Cell1326","Batch10","Patient128","Channel10","Group2",66094.9663701944
"Cell1327","Cell1327","Batch10","Patient130","Channel10","Group2",72359.9499336698
"Cell1328","Cell1328","Batch10","Patient133","Channel10","Group5",83143.0147174645
"Cell1329","Cell1329","Batch10","Patient140","Channel10","Group2",104339.79409495
"Cell1330","Cell1330","Batch10","Patient136","Channel10","Group4",49418.2875105745
"Cell1331","Cell1331","Batch10","Patient130","Channel10","Group2",103068.511896713
"Cell1332","Cell1332","Batch10","Patient139","Channel10","Group1",45647.0423824159
"Cell1333","Cell1333","Batch10","Patient138","Channel10","Group2",93698.9373361365
"Cell1334","Cell1334","Batch10","Patient139","Channel10","Group4",61605.833199532
"Cell1335","Cell1335","Batch10","Patient140","Channel10","Group5",57624.9865061333
"Cell1336","Cell1336","Batch10","Patient135","Channel10","Group2",51612.843257757
"Cell1337","Cell1337","Batch10","Patient129","Channel10","Group4",43409.7436064628
"Cell1338","Cell1338","Batch10","Patient136","Channel10","Group1",47968.0249698153
"Cell1339","Cell1339","Batch10","Patient129","Channel10","Group3",67424.6639991129
"Cell1340","Cell1340","Batch10","Patient135","Channel10","Group2",46261.6916406156
"Cell1341","Cell1341","Batch10","Patient131","Channel10","Group3",42944.0116302223
"Cell1342","Cell1342","Batch10","Patient131","Channel10","Group3",62188.153120073
"Cell1343","Cell1343","Batch10","Patient127","Channel10","Group3",65756.2445181135
"Cell1344","Cell1344","Batch10","Patient127","Channel10","Group5",110007.95900536
"Cell1345","Cell1345","Batch10","Patient140","Channel10","Group2",48567.2900899081
"Cell1346","Cell1346","Batch10","Patient130","Channel10","Group1",49154.5213286481
"Cell1347","Cell1347","Batch10","Patient138","Channel10","Group4",52270.3736430844
"Cell1348","Cell1348","Batch10","Patient137","Channel10","Group2",59053.1134416847
"Cell1349","Cell1349","Batch10","Patient138","Channel10","Group4",77808.2070043576
"Cell1350","Cell1350","Batch10","Patient129","Channel10","Group1",68412.6032176073
"Cell1351","Cell1351","Batch10","Patient136","Channel10","Group4",79209.472592638
"Cell1352","Cell1352","Batch10","Patient132","Channel10","Group5",78213.2629864316
"Cell1353","Cell1353","Batch10","Patient127","Channel10","Group5",69051.1226280534
"Cell1354","Cell1354","Batch10","Patient129","Channel10","Group2",51484.8195039668
"Cell1355","Cell1355","Batch10","Patient137","Channel10","Group5",47195.0375397043
"Cell1356","Cell1356","Batch10","Patient134","Channel10","Group3",51792.1234755649
"Cell1357","Cell1357","Batch10","Patient138","Channel10","Group3",64421.2180225671
"Cell1358","Cell1358","Batch10","Patient140","Channel10","Group2",64488.0207860217
"Cell1359","Cell1359","Batch10","Patient132","Channel10","Group5",90120.9459558057
"Cell1360","Cell1360","Batch10","Patient128","Channel10","Group4",52324.5215171363
"Cell1361","Cell1361","Batch10","Patient129","Channel10","Group4",76099.592013512
"Cell1362","Cell1362","Batch10","Patient140","Channel10","Group1",76007.0831138487
"Cell1363","Cell1363","Batch10","Patient140","Channel10","Group4",56751.1181208033
"Cell1364","Cell1364","Batch10","Patient132","Channel10","Group1",45509.8390408219
"Cell1365","Cell1365","Batch10","Patient134","Channel10","Group3",47135.1871252894
"Cell1366","Cell1366","Batch10","Patient131","Channel10","Group4",74847.9801527252
"Cell1367","Cell1367","Batch10","Patient138","Channel10","Group2",76172.6510625603
"Cell1368","Cell1368","Batch10","Patient138","Channel10","Group2",54161.5060701783
"Cell1369","Cell1369","Batch10","Patient137","Channel10","Group2",50746.0797772203
"Cell1370","Cell1370","Batch10","Patient139","Channel10","Group2",91683.2899024683
"Cell1371","Cell1371","Batch10","Patient133","Channel10","Group5",87245.9977488002
"Cell1372","Cell1372","Batch10","Patient133","Channel10","Group4",32059.5074824764
"Cell1373","Cell1373","Batch10","Patient129","Channel10","Group2",58293.6697623416
"Cell1374","Cell1374","Batch10","Patient130","Channel10","Group2",91102.9229883363
"Cell1375","Cell1375","Batch10","Patient133","Channel10","Group1",52338.7297160804
"Cell1376","Cell1376","Batch10","Patient139","Channel10","Group5",64730.3602642097
"Cell1377","Cell1377","Batch10","Patient137","Channel10","Group1",50116.0228845522
"Cell1378","Cell1378","Batch10","Patient140","Channel10","Group5",33673.7857992912
"Cell1379","Cell1379","Batch10","Patient134","Channel10","Group5",75631.3809062256
"Cell1380","Cell1380","Batch10","Patient129","Channel10","Group3",30401.253916578
"Cell1381","Cell1381","Batch10","Patient133","Channel10","Group2",57429.8245700295
"Cell1382","Cell1382","Batch10","Patient132","Channel10","Group3",57779.1389510816
"Cell1383","Cell1383","Batch10","Patient134","Channel10","Group2",110540.648823072
"Cell1384","Cell1384","Batch10","Patient136","Channel10","Group4",136380.447659632
"Cell1385","Cell1385","Batch10","Patient140","Channel10","Group4",52146.0984665547
"Cell1386","Cell1386","Batch10","Patient137","Channel10","Group4",57151.6566497141
"Cell1387","Cell1387","Batch10","Patient135","Channel10","Group2",56942.9733556043
"Cell1388","Cell1388","Batch10","Patient130","Channel10","Group1",111586.382864206
"Cell1389","Cell1389","Batch10","Patient127","Channel10","Group5",41970.1823361406
"Cell1390","Cell1390","Batch10","Patient136","Channel10","Group1",82780.4946015997
"Cell1391","Cell1391","Batch10","Patient133","Channel10","Group4",86741.3983769985
"Cell1392","Cell1392","Batch10","Patient130","Channel10","Group4",33423.4246198829
"Cell1393","Cell1393","Batch10","Patient140","Channel10","Group3",55345.7025934253
"Cell1394","Cell1394","Batch10","Patient139","Channel10","Group3",50682.319465514
"Cell1395","Cell1395","Batch10","Patient127","Channel10","Group5",48889.4228064987
"Cell1396","Cell1396","Batch10","Patient137","Channel10","Group4",72737.7177933115
"Cell1397","Cell1397","Batch10","Patient128","Channel10","Group2",52286.4240765284
"Cell1398","Cell1398","Batch10","Patient130","Channel10","Group5",95539.3239481639
"Cell1399","Cell1399","Batch10","Patient132","Channel10","Group5",63913.6838890815
"Cell1400","Cell1400","Batch10","Patient133","Channel10","Group3",45137.0636020662
